leagueNation,league,team name,num,name,age,nationality,position,market value
England,League Two,Tranmere Rovers,19,Harvey Saunders,26,England,ST,150000.0
England,League Two,Tranmere Rovers,12,Charlie Jolley,23,England,ST,100000.0
England,League Two,Tranmere Rovers,14,Kristian Dennis,34,England,ST,100000.0
England,League Two,Tranmere Rovers,18,Connor Jennings,32,England,ST,100000.0
England,League Two,Tranmere Rovers,20,Sam Taylor,19,England,ST,100000.0
England,League Two,Harrogate Town,24,Josh March,27,England,ST,100000.0
England,League Two,Harrogate Town,18,Jack Muldoon,34,England,ST,75000.0
England,League Two,Harrogate Town,-,Emmanuel Ilesanmi,19,England,ST,
England,League Two,Crawley Town,9,Danilo Orsi,27,England,ST,175000.0
England,League Two,Sutton United,9,Harry Smith,28,England,ST,175000.0
England,League Two,Sutton United,-,Tope Fadahunsi,24,England,ST,100000.0
England,League Two,Sutton United,14,Craig Dundas,43,England,ST,25000.0
England,League Two,Sutton United,27,Deon Moore,24,Guyana,ST,
England,League Two,Sutton United,38,Oliver Sanderson,20,England,ST,
England,National League,Wealdstone FC,25,Jaiden Bartolo,18,Gibraltar,ST,50000.0
England,National League,Wealdstone FC,9,Manny Duku,31,Netherlands,ST,
England,National League,Wealdstone FC,27,Sean Adarkwa,23,England,ST,
England,National League,Wealdstone FC,-,Tobi Adeyemo,19,England,ST,
England,National League,Wealdstone FC,-,Makai Wilson-Braithwaite,-,England,ST,
England,National League,Wealdstone FC,11,Corie Andrews,26,England,ST,
England,National League,Wealdstone FC,14,Micah Obiero,23,Kenya,ST,
England,National League,Hartlepool United,36,Courtney Duffus,28,Ireland,ST,100000.0
England,National League,Hartlepool United,-,Mikael Ndjoli,25,England,ST,
England,National League,Hartlepool United,9,Josh Umerah,27,England,ST,
England,National League,Hartlepool United,20,Emmanuel Dieseruvwe,29,England,ST,
England,National League,Rochdale AFC,14,D'Mani Mellor,23,England,ST,150000.0
England,National League,Rochdale AFC,9,Kairo Mitchell,26,Grenada,ST,
England,National League,Rochdale AFC,40,Ian Henderson,39,England,ST,
England,National League,Barnet FC,-,Gatlin O'Donkor,19,England,ST,200000.0
England,National League,Barnet FC,9,Nicke Kabamba,31,DR Congo,ST,
England,National League,Barnet FC,88,Gary Hooper,36,England,ST,
England,National League,York City,-,Sam Fishburn,20,England,ST,75000.0
England,National League,York City,9,Dipo Akinyemi,26,England,ST,
England,National League,York City,14,Lenell John-Lewis,34,England,ST,
England,National League,York City,19,Billy Chadwick,24,England,ST,
England,National League,York City,33,Ethan Henderson,21,England,ST,
England,National League,Gateshead FC,-,Sonny Fish,20,Wales,ST,50000.0
England,National League,Gateshead FC,-,Lewis Knight,25,England,ST,
England,National League,Gateshead FC,9,Marcus Dinanga,26,England,ST,
England,National League,Gateshead FC,14,Dajaune Brown,18,Jamaica,ST,
England,National League,Solihull Moors,-,Tahvon Campbell,27,England,ST,
England,National League,Solihull Moors,9,Mark Beck,30,Scotland,ST,
England,National League,Solihull Moors,14,Jack Stevens,23,Wales,ST,
England,National League,Solihull Moors,24,Leo Wood,-,England,ST,
England,National League,Aldershot Town,26,James Daly,24,England,ST,100000.0
England,National League,Aldershot Town,23,Hady Ghandour,24,Lebanon,ST,
England,National League,Aldershot Town,39,Kwame Thomas,28,St. Kitts & Nevis,ST,
England,National League,Aldershot Town,9,Lorent Tolaj,22,Switzerland,ST,
England,National League,Aldershot Town,22,Jack Barham,28,England,ST,
England,National League,Oldham Athletic,29,Andy Dallas,24,Scotland,ST,50000.0
England,National League,Oldham Athletic,-,Joe Garner,36,England,ST,
England,National League,Oldham Athletic,11,Hallam Hope,30,Barbados,ST,
England,National League,Oldham Athletic,30,James Norwood,33,England,ST,
England,National League,Oldham Athletic,20,Mike Fondop,30,England,ST,
England,National League,Oldham Athletic,25,Alex Reid,28,England,ST,
England,National League,Woking FC,15,Lee Angol,29,England,ST,125000.0
England,National League,Woking FC,10,Lewis Walker,25,England,ST,
England,National League,Woking FC,29,Alfie Pavey,28,England,ST,
England,National League,Woking FC,33,Charley Kendall,23,England,ST,
England,National League,Woking FC,7,Ricky Korboa,27,England,ST,
England,National League,Boreham Wood FC,7,Kabongo Tshimanga,26,England,ST,150000.0
England,National League,Boreham Wood FC,-,Timmy Abraham,23,England,ST,
England,National League,Boreham Wood FC,21,Kwesi Appiah,33,Ghana,ST,
England,National League,Boreham Wood FC,9,Lee Ndlovu,29,Zimbabwe,ST,
England,National League,Ebbsfleet United,10,Craig Tanner,29,England,ST,
England,National League,Ebbsfleet United,-,Dominic Samuel,30,England,ST,
England,National League,Ebbsfleet United,9,Rakish Bingham,30,England,ST,
England,National League,Ebbsfleet United,14,Dominic Poleon,30,St. Lucia,ST,
England,National League,Ebbsfleet United,15,Greg Cundle,27,England,ST,
England,National League,Ebbsfleet United,-,Nathan Odokonyero,21,England,ST,
England,National League,Ebbsfleet United,11,Darren McQueen,28,England,ST,
England,National League,Bromley FC,18,Corey Whitely,32,England,ST,
England,National League,Bromley FC,-,Adam Marriott,33,England,ST,
England,National League,Bromley FC,9,Michael Cheek,32,England,ST,
England,National League,Bromley FC,11,Louis Dennis,31,England,ST,
England,National League,Bromley FC,29,Olufela Olomola,26,England,ST,
England,National League,Bromley FC,41,Levi Amantchi,23,England,ST,
England,National League,Bromley FC,42,Will Davies,24,England,ST,
England,National League,Dagenham & Redbridge FC,9,Inih Effiong,33,England,ST,
England,National League,AFC Fylde,9,Luke Charman,26,England,ST,
England,National League,AFC Fylde,11,Joe Westley,19,England,ST,
England,National League,AFC Fylde,29,Danny Ormerod,-,England,ST,
England,National League,Oxford City,-,Harvey Greenslade,20,England,ST,50000.0
England,National League,Oxford City,14,Josh Parker,33,Antigua and Barbuda,ST,
England,National League,Oxford City,-,Gerald Muchechetere,19,England,ST,
England,National League,Oxford City,-,Jayden Carbon,18,England,ST,
England,National League,Oxford City,-,Phil Croker,-,England,ST,
England,National League,Oxford City,10,Zac McEachran,28,England,ST,
England,National League,Kidderminster Harriers,19,Sam Bellis,21,England,ST,50000.0
England,National League,Kidderminster Harriers,9,Amari Morgan-Smith,35,England,ST,
England,National League,Kidderminster Harriers,27,Gold Omotayo,30,Switzerland,ST,
England,National League,Altrincham FC,14,Dior Angus,30,England,ST,
England,National League,Altrincham FC,-,Dan Mooney,24,Wales,ST,
England,National League,Altrincham FC,-,Ryan Morton,-,England,ST,
England,National League,Altrincham FC,9,Regan Linney,26,England,ST,
England,National League,Chesterfield FC,9,Will Grigg,32,Northern Ireland,ST,
England,National League,Chesterfield FC,27,Joe Quigley,27,Ireland,ST,
England,National League,Dorking Wanderers,7,Jimmy Muitt,28,England,ST,
England,National League,Dorking Wanderers,8,Matt Briggs,28,England,ST,
England,National League,Dorking Wanderers,9,Jason Prior,35,England,ST,
England,National League,Dorking Wanderers,10,Alfie Rutherford,25,England,ST,
England,National League,Dorking Wanderers,24,Harry Ottaway,35,England,ST,
England,National League,Eastleigh FC,9,Paul McCallum,30,England,ST,
England,National League,Eastleigh FC,20,Scott Quigley,31,England,ST,
England,National League,Eastleigh FC,-,Malachi Dotse,-,England,ST,
England,National League,FC Halifax Town,-,Adan George,21,England,ST,
England,National League,FC Halifax Town,19,Aaron Cosgrave,24,England,ST,
England,National League,FC Halifax Town,-,Jimiel Chikukwa,21,England,ST,
England,National League,FC Halifax Town,-,Justin Iwobi,19,England,ST,
England,National League,FC Halifax Town,7,Angelo Capello,22,Belize,ST,
England,National League,FC Halifax Town,9,Rob Harker,24,England,ST,
England,National League,Maidenhead United,-,Harry Parsons,21,England,ST,
England,National League,Maidenhead United,14,Tobi Sho-Silva,29,England,ST,
England,National League,Maidenhead United,21,Chanka Zimba,22,England,ST,
England,National League,Maidenhead United,9,Shawn McCoulsky,27,England,ST,
England,National League,Southend United,9,Harry Cardwell,27,Scotland,ST,
England,National League,Southend United,10,Danny Waldron,27,England,ST,
England,National League,Southend United,11,Callum Powell,28,England,ST,
England,National League,Southend United,15,Marcus Dackers,21,Wales,ST,
France,Ligue 1,Paris Saint-Germain,7,Kylian Mbappé,25,France,ST,180000000.0
France,Ligue 1,Paris Saint-Germain,23,Randal Kolo Muani,25,France,ST,60000000.0
France,Ligue 1,Paris Saint-Germain,9,Gonçalo Ramos,22,Portugal,ST,50000000.0
France,Ligue 1,AS Monaco,29,Folarin Balogun,22,United States,ST,30000000.0
France,Ligue 1,AS Monaco,36,Breel Embolo,27,Switzerland,ST,12000000.0
France,Ligue 1,AS Monaco,10,Wissam Ben Yedder,33,France,ST,10000000.0
France,Ligue 1,Stade Rennais FC,9,Arnaud Kalimuendo,22,France,ST,20000000.0
France,Ligue 1,Stade Rennais FC,99,Bertuğ Yıldırım,21,Türkiye,ST,4000000.0
France,Ligue 1,Stade Rennais FC,39,Mathis Lambourde,18,France,ST,500000.0
France,Ligue 1,OGC Nice,9,Terem Moffi,24,Nigeria,ST,25000000.0
France,Ligue 1,OGC Nice,24,Gaëtan Laborde,29,France,ST,15000000.0
France,Ligue 1,OGC Nice,29,Evann Guessand,22,Cote d'Ivoire,ST,8000000.0
France,Ligue 1,LOSC Lille,9,Jonathan David,24,Canada,ST,50000000.0
France,Ligue 1,LOSC Lille,24,Andrej Ilic,24,Serbia,ST,3000000.0
France,Ligue 1,Olympique Lyon,9,Gift Orban,21,Nigeria,ST,15000000.0
France,Ligue 1,Olympique Lyon,10,Alexandre Lacazette,32,France,ST,10000000.0
France,Ligue 1,Olympique Lyon,7,Mama Baldé,28,Guinea-Bissau,ST,4000000.0
France,Ligue 1,Olympique Marseille,20,Joaquín Correa,29,Argentina,ST,8000000.0
France,Ligue 1,Olympique Marseille,29,Iliman Ndiaye,24,Senegal,ST,18000000.0
France,Ligue 1,Olympique Marseille,14,Faris Moumbagna,23,Cameroon,ST,8000000.0
France,Ligue 1,Olympique Marseille,10,Pierre-Emerick Aubameyang,34,Gabon,ST,4000000.0
France,Ligue 1,RC Lens,9,Elye Wahi,21,France,ST,35000000.0
France,Ligue 1,RC Lens,22,Wesley Saïd,28,France,ST,4000000.0
France,Ligue 1,RC Lens,7,Florian Sotoca,33,France,ST,3500000.0
France,Ligue 1,RC Lens,36,Ibrahima Baldé,21,France,ST,400000.0
France,Ligue 1,RC Strasbourg Alsace,10,Emanuel Emegha,21,Netherlands,ST,12000000.0
France,Ligue 1,RC Strasbourg Alsace,11,Moïse Sahi Dion,22,Cote d'Ivoire,ST,2000000.0
France,Ligue 1,RC Strasbourg Alsace,12,Lebo Mothiba,28,South Africa,ST,1500000.0
France,Ligue 1,RC Strasbourg Alsace,9,Kévin Gameiro,36,France,ST,800000.0
France,Ligue 1,Stade Reims,22,Oumar Diakité,20,Cote d'Ivoire,ST,6000000.0
France,Ligue 1,Stade Reims,27,Adama Bojang,19,The Gambia,ST,500000.0
France,Ligue 1,FC Lorient,9,Mohamed Bamba,22,Cote d'Ivoire,ST,5000000.0
France,Ligue 1,FC Lorient,11,Bamba Dieng,24,Senegal,ST,5000000.0
France,Ligue 1,FC Lorient,27,Aiyegun Tosin,25,Benin,ST,3500000.0
France,Ligue 1,FC Toulouse,9,Thijs Dallinga,23,Netherlands,ST,15000000.0
France,Ligue 1,FC Toulouse,19,Frank Magri,24,Cameroon,ST,3000000.0
France,Ligue 1,Stade Brestois 29,7,Martín Satriano,23,Uruguay,ST,6000000.0
France,Ligue 1,Stade Brestois 29,9,Steve Mounié,29,Benin,ST,5000000.0
France,Ligue 1,Montpellier HSC,8,Akor Adams,24,Nigeria,ST,12000000.0
France,Ligue 1,FC Nantes,31,Mostafa Mohamed,26,Egypt,ST,10000000.0
France,Ligue 1,FC Nantes,39,Matthis Abline,21,France,ST,4000000.0
France,Ligue 1,FC Nantes,77,Bénie Traoré,21,Cote d'Ivoire,ST,4000000.0
France,Ligue 1,FC Nantes,7,Ignatius Ganago,25,Cameroon,ST,3500000.0
France,Ligue 1,FC Nantes,15,Tino Kadewere,28,Zimbabwe,ST,2500000.0
France,Ligue 1,Le Havre AC,9,Mohamed Bayo,25,Guinea,ST,6000000.0
France,Ligue 1,Le Havre AC,21,Antoine Joujou,21,France,ST,1200000.0
France,Ligue 1,Le Havre AC,20,Andy Logbo,19,France,ST,800000.0
France,Ligue 1,Le Havre AC,13,Steve Ngoura,19,France,ST,300000.0
France,Ligue 1,Clermont Foot 63,23,Shamar Nicholson,27,Jamaica,ST,6000000.0
France,Ligue 1,Clermont Foot 63,95,Grejohn Kyei,28,France,ST,1800000.0
France,Ligue 1,Clermont Foot 63,9,Komnen Andric,28,Serbia,ST,1200000.0
France,Ligue 1,FC Metz,10,Georges Mikautadze,23,Georgia,ST,9000000.0
France,Ligue 1,FC Metz,17,Benjamin Tetteh,26,Ghana,ST,1200000.0
France,Ligue 1,FC Metz,37,Ibou Sané,19,Senegal,ST,200000.0
France,Ligue 2,AS Saint-Étienne,9,Ibrahim Sissoko,28,Mali,ST,2500000.0
France,Ligue 2,AS Saint-Étienne,11,Irvin Cardona,26,France,ST,1800000.0
France,Ligue 2,AS Saint-Étienne,25,Ibrahima Wadji,28,Senegal,ST,1000000.0
France,Ligue 2,ESTAC Troyes,14,Simon Elisor,24,France,ST,1200000.0
France,Ligue 2,ESTAC Troyes,40,Jaurès Assoumou,21,Cote d'Ivoire,ST,600000.0
France,Ligue 2,ESTAC Troyes,17,Nicolas de Préville,33,France,ST,300000.0
France,Ligue 2,AJ Auxerre,19,Florian Ayé,27,France,ST,1800000.0
France,Ligue 2,AJ Auxerre,45,Ado Onaiwu,28,Japan,ST,1500000.0
France,Ligue 2,AJ Auxerre,22,Tidiane Diawara,18,France,ST,50000.0
France,Ligue 2,FC Girondins Bordeaux,9,Zan Vipotnik,22,Slovenia,ST,2000000.0
France,Ligue 2,FC Girondins Bordeaux,33,Nfansu Njie,19,The Gambia,ST,100000.0
France,Ligue 2,FC Girondins Bordeaux,91,David Tebili,19,France,ST,50000.0
France,Ligue 2,Angers SCO,9,Loïs Diony,31,France,ST,2000000.0
France,Ligue 2,Angers SCO,7,Ibrahima Niane,25,Senegal,ST,1200000.0
France,Ligue 2,Angers SCO,23,Adrien Hunou,30,France,ST,800000.0
France,Ligue 2,Angers SCO,19,Esteban Lepaul,23,France,ST,700000.0
France,Ligue 2,Angers SCO,45,Guédé Nadje,20,France,ST,100000.0
France,Ligue 2,SM Caen,19,Alexandre Mendy,30,Guinea-Bissau,ST,3500000.0
France,Ligue 2,SM Caen,15,Amine Salama,23,France,ST,2500000.0
France,Ligue 2,SM Caen,11,Mickaël Le Bihan,33,France,ST,300000.0
France,Ligue 2,Amiens SC,9,Louis Mafouta,29,Central African Republic,ST,1000000.0
France,Ligue 2,Amiens SC,8,Abdoul Tapsoba,22,Burkina Faso,ST,600000.0
France,Ligue 2,Amiens SC,99,Andy Carroll,35,England,ST,300000.0
France,Ligue 2,Amiens SC,37,Jack Lahne,22,Sweden,ST,275000.0
France,Ligue 2,Paris FC,29,Pierre-Yves Hamel,30,France,ST,700000.0
France,Ligue 2,Paris FC,12,Nouha Dicko,31,Mali,ST,600000.0
France,Ligue 2,Paris FC,9,Lamine Diaby-Fadiga,23,France,ST,400000.0
France,Ligue 2,Paris FC,19,Mohamed Touré,20,Australia,ST,400000.0
France,Ligue 2,Paris FC,38,Ayoub Jabbari,24,Morocco,ST,150000.0
France,Ligue 2,EA Guingamp,9,Amine El Ouazzani,22,Morocco,ST,2000000.0
France,Ligue 2,EA Guingamp,21,Baptiste Guillaume,28,Belgium,ST,1200000.0
France,Ligue 2,EA Guingamp,29,Ugo Bonnet,30,France,ST,400000.0
France,Ligue 2,EA Guingamp,17,Jacques Siwe,22,France,ST,200000.0
France,Ligue 2,Grenoble Foot 38,7,Pape Meïssa Ba,26,Senegal,ST,1000000.0
France,Ligue 2,Grenoble Foot 38,17,Virgiliu Postolachi,24,Moldova,ST,600000.0
France,Ligue 2,Rodez AF,12,Killian Corredor,23,France,ST,1500000.0
France,Ligue 2,Rodez AF,17,Andreas Hountondji,21,Benin,ST,1500000.0
France,Ligue 2,Rodez AF,22,Taïryk Arconte,20,Guadeloupe,ST,700000.0
France,Ligue 2,Rodez AF,25,Clément Depres,29,France,ST,300000.0
France,Ligue 2,Valenciennes FC,96,Flamarion,27,Brazil,ST,1000000.0
France,Ligue 2,Valenciennes FC,9,Siriné Doucouré,22,Mali,ST,1200000.0
France,Ligue 2,Valenciennes FC,90,Mathias Oyewusi,25,Nigeria,ST,850000.0
France,Ligue 2,Valenciennes FC,10,Nick Venema,25,Netherlands,ST,400000.0
France,Ligue 2,Valenciennes FC,18,Andrew Jung,26,France,ST,400000.0
France,Ligue 2,Valenciennes FC,99,Yassine Haouari,21,Algeria,ST,100000.0
France,Ligue 2,Valenciennes FC,26,Cheikh Diouf,20,Senegal,ST,50000.0
France,Ligue 2,USL Dunkerque,9,Samy Baghdadi,26,France,ST,300000.0
France,Ligue 2,USL Dunkerque,18,Gaëtan Courtet,35,France,ST,300000.0
France,Ligue 2,USL Dunkerque,21,Armand Gnanduillet,32,Cote d'Ivoire,ST,300000.0
France,Ligue 2,USL Dunkerque,24,Elhadj Bah,22,Guinea,ST,200000.0
France,Ligue 2,Pau FC,9,Yanis Begraoui,22,Morocco,ST,1000000.0
France,Ligue 2,Pau FC,11,Mons Bassouamina,25,Congo,ST,800000.0
France,Ligue 2,Pau FC,10,Khalid Boutaïb,36,Morocco,ST,200000.0
France,Ligue 2,Pau FC,30,Yonis Njoh,20,France,ST,200000.0
France,Ligue 2,Pau FC,33,Sonny Degert,23,France,ST,100000.0
France,Ligue 2,Pau FC,20,Loïck Lespinasse,23,France,ST,50000.0
France,Ligue 2,SC Bastia,10,Migouel Alfarela,26,France,ST,800000.0
France,Ligue 2,SC Bastia,31,Facinet Conte,19,Guinea,ST,800000.0
France,Ligue 2,SC Bastia,9,Benjamin Santelli,32,France,ST,400000.0
France,Ligue 2,SC Bastia,14,Gaëtan Charbonnier,35,France,ST,300000.0
France,Ligue 2,Quevilly - Rouen Métropole,9,Sambou Soumano,23,Senegal,ST,1500000.0
France,Ligue 2,Quevilly - Rouen Métropole,19,Kalifa Coulibaly,32,Mali,ST,500000.0
France,Ligue 2,Quevilly - Rouen Métropole,14,Alan Do Marcolino,22,Gabon,ST,200000.0
France,Ligue 2,Quevilly - Rouen Métropole,35,Robin Legendre,22,France,ST,150000.0
France,Ligue 2,FC Annecy,7,Kapit Djoco,28,France,ST,600000.0
France,Ligue 2,FC Annecy,19,Samuel Ntamack,22,France,ST,600000.0
France,Ligue 2,FC Annecy,10,Warren Caddy,27,Madagascar,ST,400000.0
France,Ligue 2,FC Annecy,15,Brian Beyer,27,France,ST,400000.0
France,Ligue 2,FC Annecy,27,Ousmane Camara,22,Guinea,ST,400000.0
France,Ligue 2,FC Annecy,23,Alexy Bosetti,30,France,ST,300000.0
France,Ligue 2,FC Annecy,24,Jonathan Kodjia,34,Cote d'Ivoire,ST,300000.0
France,Ligue 2,FC Annecy,9,Romain Spano,29,France,ST,200000.0
France,Ligue 2,AC Ajaccio,18,Christopher Ibayi,28,Congo,ST,600000.0
France,Ligue 2,AC Ajaccio,11,Ben Hamed Touré,20,Cote d'Ivoire,ST,500000.0
France,Ligue 2,AC Ajaccio,22,Moussa Soumano,18,France,ST,500000.0
France,Ligue 2,AC Ajaccio,19,Al Hassan Touré,23,Australia,ST,350000.0
France,Ligue 2,AC Ajaccio,9,Yoann Touzghar,37,Tunisia,ST,250000.0
France,Ligue 2,Stade Lavallois,11,Rémy Labeau Lascary,21,Guadeloupe,ST,1000000.0
France,Ligue 2,Stade Lavallois,29,Pablo Pagis,21,France,ST,1000000.0
France,Ligue 2,Stade Lavallois,14,Jordan Tell,26,Guadeloupe,ST,400000.0
France,Ligue 2,Stade Lavallois,18,Malik Tchokounté,35,France,ST,300000.0
France,Ligue 2,Stade Lavallois,19,Noa Mupemba,21,France,ST,50000.0
France,Ligue 2,US Concarneau,10,Fahd El Khoumisti,30,France,ST,500000.0
France,Ligue 2,US Concarneau,14,Pape Ibnou Ba,31,Mauritania,ST,500000.0
France,Ligue 2,US Concarneau,9,Noha Ndombasi,22,France,ST,400000.0
France,Ligue 2,US Concarneau,18,Yanis Merdji,30,France,ST,300000.0
France,Ligue 2,US Concarneau,13,Bevic Moussiti-Oko,29,Congo,ST,225000.0
France,Ligue 2,US Concarneau,24,Ambroise Gboho,29,Cote d'Ivoire,ST,200000.0
France,Ligue 2,US Concarneau,22,Clément Rodrigues,23,France,ST,150000.0
France,Championnat National,FC Sochaux-Montbéliard,9,N'Dri Koffi,22,Cote d'Ivoire,ST,600000.0
France,Championnat National,FC Sochaux-Montbéliard,22,Kévin Zohi,27,Mali,ST,500000.0
France,Championnat National,Dijon FCO,21,Mohamed Ben Fredj,23,Tunisia,ST,400000.0
France,Championnat National,Dijon FCO,7,Roger Assalé,30,Cote d'Ivoire,ST,300000.0
France,Championnat National,Dijon FCO,22,Kader N'Chobi,28,France,ST,300000.0
France,Championnat National,Dijon FCO,19,Joseph Mendes,33,Guinea-Bissau,ST,200000.0
France,Championnat National,Red Star FC,23,Jovany Ikanga,22,France,ST,400000.0
France,Championnat National,Red Star FC,29,Hacène Benali,24,Algeria,ST,350000.0
France,Championnat National,Red Star FC,17,Ivann Botella,24,France,ST,300000.0
France,Championnat National,Red Star FC,27,Achille Anani,29,Cote d'Ivoire,ST,300000.0
France,Championnat National,Red Star FC,9,Alioune Fall,29,Senegal,ST,100000.0
France,Championnat National,FC Versailles 78,2,Mondy Prunier,24,Haiti,ST,350000.0
France,Championnat National,FC Versailles 78,21,Mehdi Baaloudj,23,Algeria,ST,300000.0
France,Championnat National,FC Versailles 78,11,Yohan Brun,29,France,ST,100000.0
France,Championnat National,FC Versailles 78,25,Kévin Mbala,23,France,ST,50000.0
France,Championnat National,Nîmes Olympique,28,Freddy Mbemba,21,France,ST,400000.0
France,Championnat National,Nîmes Olympique,24,Abdoulaye Sané,31,Senegal,ST,375000.0
France,Championnat National,Nîmes Olympique,9,Orphé Mbina,23,Gabon,ST,300000.0
France,Championnat National,Nîmes Olympique,15,Ismaël Camara,23,Guinea,ST,200000.0
