leagueNation,league,team name,num,name,age,nationality,position,market value
Italy,Serie C - Girone C,Calcio Foggia 1920,99,Emanuele Santaniello,34,Italy,ST,150000.0
Italy,Serie C - Girone C,Calcio Foggia 1920,75,Alessandro Brancato,20,Italy,ST,10000.0
Italy,Serie C - Girone C,Casertana FC,25,Leonardo Taurino,28,Italy,ST,75000.0
Italy,Serie C - Girone C,Casertana FC,32,Adriano Montalto,36,Italy,ST,300000.0
Italy,Serie C - Girone C,Casertana FC,31,Pietro Rovaglia,23,Italy,ST,100000.0
Italy,Serie C - Girone C,Latina Calcio 1932,11,Giuseppe Fella,30,Italy,ST,250000.0
Italy,Serie C - Girone C,Latina Calcio 1932,9,Ferdinando Mastroianni,32,Italy,ST,250000.0
Italy,Serie C - Girone C,Latina Calcio 1932,29,Luca Fabrizi,25,Italy,ST,200000.0
Italy,Serie C - Girone C,Latina Calcio 1932,16,Samuele Sorrentino,21,Italy,ST,100000.0
Italy,Serie C - Girone C,Audace Cerignola,9,Giancarlo Malcore,30,Italy,ST,350000.0
Italy,Serie C - Girone C,Audace Cerignola,17,Filippo D'Andrea,25,Italy,ST,275000.0
Italy,Serie C - Girone C,Audace Cerignola,99,Dardan Vuthaj,28,Albania,ST,225000.0
Italy,Serie C - Girone C,Audace Cerignola,-,Luigi Korra,18,Italy,ST,
Italy,Serie C - Girone C,AZ Picerno,11,Emmanuele Esposito,33,Italy,ST,200000.0
Italy,Serie C - Girone C,AZ Picerno,9,Jacopo Murano,34,Italy,ST,275000.0
Italy,Serie C - Girone C,AZ Picerno,16,Andrea Santarcangelo,21,Italy,ST,150000.0
Italy,Serie C - Girone C,AZ Picerno,19,Francesco Pio Petito,21,Italy,ST,100000.0
Italy,Serie C - Girone C,AZ Picerno,89,Diego Albadoro,35,Italy,ST,50000.0
Italy,Serie C - Girone C,SS Juve Stabia,11,Kevin Piscopo,26,Italy,ST,200000.0
Italy,Serie C - Girone C,SS Juve Stabia,27,Leonardo Candellone,26,Italy,ST,350000.0
Italy,Serie C - Girone C,SS Juve Stabia,9,Andrea Adorante,24,Italy,ST,175000.0
Italy,Serie C - Girone C,Monterosi Tuscia FC,91,Michele Vano,32,Italy,ST,150000.0
Italy,Serie C - Girone C,Monterosi Tuscia FC,9,Umberto Eusepi,35,Italy,ST,100000.0
Italy,Serie C - Girone C,Monterosi Tuscia FC,11,Alessandro Rossi,27,Italy,ST,50000.0
Italy,Serie C - Girone C,SS Monopoli 1966,23,Giuseppe Simone,20,Italy,ST,50000.0
Italy,Serie C - Girone C,SS Monopoli 1966,9,Christian Tommasini,26,Italy,ST,200000.0
Italy,Serie C - Girone C,SS Monopoli 1966,39,Francesco Grandolfo,31,Italy,ST,200000.0
Italy,Serie C - Girone C,SS Monopoli 1966,7,Franco Sosa,28,Argentina,ST,100000.0
Italy,Serie C - Girone C,SS Monopoli 1966,29,Alessandro Arioli,20,Italy,ST,100000.0
Italy,Serie C - Girone C,SS Monopoli 1966,8,Andrea De Paoli,24,Italy,ST,75000.0
Italy,Serie C - Girone C,SS Monopoli 1966,28,Marin Cubretovic,19,Croatia,ST,50000.0
Italy,Serie C - Girone C,Taranto FC 1927,99,Michael Fabbro,27,Italy,ST,200000.0
Italy,Serie C - Girone C,Taranto FC 1927,10,Simone Simeri,31,Italy,ST,150000.0
Italy,Serie C - Girone C,Taranto FC 1927,90,Michael De Marchi,29,Italy,ST,125000.0
Italy,Serie C - Girone C,SS Turris Calcio,19,Riccardo Maniero,36,Italy,ST,250000.0
Italy,Serie C - Girone C,SS Turris Calcio,31,Sulayman Jallow,27,The Gambia,ST,125000.0
Italy,Serie C - Girone C,SS Turris Calcio,-,Juan Martin Dalbón,22,Argentina,ST,
Italy,Serie C - Girone C,Giugliano Calcio 1928,15,Vincenzo Perdonó,20,Italy,ST,
Italy,Serie C - Girone C,Giugliano Calcio 1928,10,Francesco Salvemini,27,Italy,ST,175000.0
Italy,Serie C - Girone C,Giugliano Calcio 1928,25,Carmine De Sena,32,Italy,ST,175000.0
Italy,Serie C - Girone C,Giugliano Calcio 1928,9,Abou Diop,30,Senegal,ST,150000.0
Italy,Serie C - Girone C,Giugliano Calcio 1928,32,Ibourahima Baldé,25,Spain,ST,100000.0
Italy,Serie C - Girone C,Giugliano Calcio 1928,18,Massimo Grasso,19,Italy,ST,10000.0
Italy,Serie C - Girone C,Potenza Calcio,9,Salvatore Caturano,33,Italy,ST,350000.0
Italy,Serie C - Girone C,Potenza Calcio,90,Raúl Asencio,25,Spain,ST,250000.0
Italy,Serie C - Girone C,Potenza Calcio,11,Mattia Rossetti,27,Italy,ST,100000.0
Italy,Serie C - Girone C,Virtus Francavilla Calcio,9,Gabriele Artistico,21,Italy,ST,200000.0
Italy,Serie C - Girone C,Virtus Francavilla Calcio,10,Alessandro Polidori,32,Italy,ST,175000.0
Italy,Serie C - Girone C,Virtus Francavilla Calcio,18,Gianluca Contini,22,Italy,ST,150000.0
Italy,Serie C - Girone C,Virtus Francavilla Calcio,25,Simone Serio,18,Italy,ST,10000.0
Italy,Serie C - Girone C,Virtus Francavilla Calcio,29,Angelo Vapore,18,Italy,ST,10000.0
Italy,Serie C - Girone C,Sorrento 1945,10,Riccardo Martignago,32,Italy,ST,100000.0
Italy,Serie C - Girone C,Sorrento 1945,77,Ciro Capasso,21,Italy,ST,50000.0
Italy,Serie C - Girone C,Sorrento 1945,91,Mario Ravasio,25,Italy,ST,150000.0
Italy,Serie C - Girone C,Brindisi FC,29,Marcello Trotta,31,Italy,ST,300000.0
Italy,Serie C - Girone C,Brindisi FC,9,Cristian Bunino,27,Italy,ST,175000.0
Italy,Serie C - Girone C,Brindisi FC,44,Mattia Pagliuca,21,Italy,ST,100000.0
Italy,Serie C - Girone C,Brindisi FC,19,Angelo Guida,21,Italy,ST,50000.0
Italy,Serie C - Girone C,Brindisi FC,90,Lorenzo Grassi,19,Italy,ST,25000.0
Italy,Serie C - Girone C,Brindisi FC,7,Daniele Vantaggiato,39,Italy,ST,10000.0
Italy,Serie C - Girone C,ACR Messina,28,Vincenzo Plescia,26,Italy,ST,100000.0
Italy,Serie C - Girone C,ACR Messina,9,Pierluca Luciani,22,Italy,ST,25000.0
Spain,LaLiga1,Real Madrid,14,Joselu,34,Spain,ST,5000000.0
Spain,LaLiga1,FC Barcelona,19,Vitor Roque,19,Brazil,ST,40000000.0
Spain,LaLiga1,FC Barcelona,9,Robert Lewandowski,35,Poland,ST,15000000.0
Spain,LaLiga1,FC Barcelona,38,Marc Guiu,18,Spain,ST,7500000.0
Spain,LaLiga1,Real Sociedad,19,Umar Sadiq,27,Nigeria,ST,14000000.0
Spain,LaLiga1,Real Sociedad,11,Sheraldo Becker,29,Suriname,ST,10000000.0
Spain,LaLiga1,Real Sociedad,21,André Silva,28,Portugal,ST,7500000.0
Spain,LaLiga1,Real Sociedad,9,Carlos Fernández,27,Spain,ST,3000000.0
Spain,LaLiga1,Atlético de Madrid,7,Antoine Griezmann,33,France,ST,25000000.0
Spain,LaLiga1,Atlético de Madrid,19,Álvaro Morata,31,Spain,ST,20000000.0
Spain,LaLiga1,Atlético de Madrid,9,Memphis Depay,30,Netherlands,ST,12000000.0
Spain,LaLiga1,Athletic Bilbao,12,Gorka Guruzeta,27,Spain,ST,15000000.0
Spain,LaLiga1,Athletic Bilbao,20,Asier Villalibre,26,Spain,ST,2500000.0
Spain,LaLiga1,Athletic Bilbao,22,Raúl García,37,Spain,ST,2000000.0
Spain,LaLiga1,Girona FC,9,Artem Dovbyk,26,Ukraine,ST,30000000.0
Spain,LaLiga1,Girona FC,7,Cristhian Stuani,37,Uruguay,ST,2000000.0
Spain,LaLiga1,Valencia CF,9,Hugo Duro,24,Spain,ST,16000000.0
Spain,LaLiga1,Valencia CF,17,Roman Yaremchuk,28,Ukraine,ST,4000000.0
Spain,LaLiga1,Valencia CF,22,Alberto Marí,22,Spain,ST,800000.0
Spain,LaLiga1,Villarreal CF,11,Alexander Sørloth,28,Norway,ST,15000000.0
Spain,LaLiga1,Villarreal CF,7,Gerard Moreno,32,Spain,ST,14000000.0
Spain,LaLiga1,Villarreal CF,15,José Luis Morales,36,Spain,ST,2000000.0
Spain,LaLiga1,Villarreal CF,30,Jorge Pascual,21,Spain,ST,1000000.0
Spain,LaLiga1,Sevilla FC,15,Youssef En-Nesyri,26,Morocco,ST,18000000.0
Spain,LaLiga1,Sevilla FC,20,Isaac Romero,23,Spain,ST,15000000.0
Spain,LaLiga1,Sevilla FC,10,Alejo Véliz,20,Argentina,ST,11000000.0
Spain,LaLiga1,Sevilla FC,9,Rafa Mir,26,Spain,ST,3500000.0
Spain,LaLiga1,Sevilla FC,12,Mariano Díaz,30,Dominican Republic,ST,2000000.0
Spain,LaLiga1,Real Betis Balompié,12,Willian José,32,Brazil,ST,6000000.0
Spain,LaLiga1,Real Betis Balompié,9,Chimy Ávila,30,Argentina,ST,3500000.0
Spain,LaLiga1,Real Betis Balompié,11,Cédric Bakambu,33,DR Congo,ST,2800000.0
Spain,LaLiga1,Celta de Vigo,18,Jørgen Strand Larsen,24,Norway,ST,20000000.0
Spain,LaLiga1,Celta de Vigo,12,Anastasios Douvikas,24,Greece,ST,6000000.0
Spain,LaLiga1,Celta de Vigo,10,Iago Aspas,36,Spain,ST,3000000.0
Spain,LaLiga1,CA Osasuna,17,Ante Budimir,32,Croatia,ST,5000000.0
Spain,LaLiga1,CA Osasuna,23,Raúl García,23,Spain,ST,3000000.0
Spain,LaLiga1,Deportivo Alavés,32,Samu Omorodion,19,Spain,ST,40000000.0
Spain,LaLiga1,Deportivo Alavés,20,Giuliano Simeone,21,Argentina,ST,1500000.0
Spain,LaLiga1,Deportivo Alavés,15,Kike García,34,Spain,ST,1200000.0
Spain,LaLiga1,UD Las Palmas,16,Sory Kaba,28,Guinea,ST,1800000.0
Spain,LaLiga1,UD Las Palmas,9,Sandro Ramírez,28,Spain,ST,1500000.0
Spain,LaLiga1,UD Las Palmas,19,Marc Cardona,28,Spain,ST,1400000.0
Spain,LaLiga1,UD Las Palmas,7,Cristian Herrera,33,Spain,ST,400000.0
Spain,LaLiga1,Getafe CF,19,Borja Mayoral,27,Spain,ST,15000000.0
Spain,LaLiga1,Getafe CF,14,Juanmi Latasa,23,Spain,ST,3000000.0
Spain,LaLiga1,Getafe CF,7,Jaime Mata,35,Spain,ST,1000000.0
Spain,LaLiga1,Granada CF,8,Matías Arezo,21,Uruguay,ST,7500000.0
Spain,LaLiga1,Granada CF,7,Lucas Boyé,28,Argentina,ST,7000000.0
Spain,LaLiga1,RCD Mallorca,7,Vedat Muriqi,29,Kosovo,ST,15000000.0
Spain,LaLiga1,RCD Mallorca,17,Cyle Larin,29,Canada,ST,5000000.0
Spain,LaLiga1,RCD Mallorca,9,Abdón Prats,31,Spain,ST,2000000.0
Spain,LaLiga1,UD Almería,9,Luis Suárez,26,Colombia,ST,5000000.0
Spain,LaLiga1,UD Almería,23,Ibrahima Koné,24,Mali,ST,2500000.0
Spain,LaLiga1,UD Almería,12,Léo Baptistão,31,Brazil,ST,1600000.0
Spain,LaLiga1,UD Almería,15,Choco Lozano,30,Honduras,ST,1200000.0
Spain,LaLiga1,UD Almería,29,Marko Milovanovic,20,Serbia,ST,1000000.0
Spain,LaLiga1,Rayo Vallecano,22,Raúl de Tomás,29,Spain,ST,3000000.0
Spain,LaLiga1,Rayo Vallecano,34,Sergio Camello,23,Spain,ST,3000000.0
Spain,LaLiga1,Rayo Vallecano,9,Radamel Falcao,38,Colombia,ST,900000.0
Spain,LaLiga1,Cádiz CF,16,Chris Ramos,27,Spain,ST,4000000.0
Spain,LaLiga1,Cádiz CF,25,Maxi Gómez,27,Uruguay,ST,2500000.0
Spain,LaLiga1,Cádiz CF,7,Rubén Sobrino,31,Spain,ST,1500000.0
Spain,LaLiga1,Cádiz CF,21,Roger Martí,33,Spain,ST,1500000.0
Spain,LaLiga1,Cádiz CF,19,Sergi Guardiola,32,Spain,ST,900000.0
Spain,LaLiga2,RCD Espanyol Barcelona,22,Martin Braithwaite,32,Denmark,ST,3500000.0
Spain,LaLiga2,RCD Espanyol Barcelona,9,Keita Baldé,29,Senegal,ST,1500000.0
Spain,LaLiga2,RCD Espanyol Barcelona,34,Omar Sadik,20,Morocco,ST,200000.0
Spain,LaLiga2,RCD Espanyol Barcelona,39,Gastón Valles,22,Uruguay,ST,200000.0
Spain,LaLiga2,Real Valladolid CF,9,Marcos André,27,Brazil,ST,2000000.0
Spain,LaLiga2,Real Valladolid CF,7,Mamadou Sylla,30,Senegal,ST,1500000.0
Spain,LaLiga2,Real Valladolid CF,21,Álvaro Negredo,38,Spain,ST,500000.0
Spain,LaLiga2,Real Valladolid CF,35,Iván Cédric,22,Cameroon,ST,400000.0
Spain,LaLiga2,Real Valladolid CF,38,Israel Salazar,20,Spain,ST,200000.0
Spain,LaLiga2,Real Zaragoza,19,Manu Vallejo,27,Spain,ST,1800000.0
Spain,LaLiga2,Real Zaragoza,9,Iván Azón,21,Spain,ST,3000000.0
Spain,LaLiga2,Real Zaragoza,12,Sinan Bakış,29,Türkiye,ST,1600000.0
Spain,LaLiga2,Real Zaragoza,23,Sergi Enrich,34,Spain,ST,400000.0
Spain,LaLiga2,Elche CF,18,Borja Garcés,24,Spain,ST,2000000.0
Spain,LaLiga2,Elche CF,19,Mourad El Ghezouani,25,Morocco,ST,800000.0
Spain,LaLiga2,Elche CF,10,Manu Nieto,26,Spain,ST,500000.0
Spain,LaLiga2,Real Oviedo,9,Borja Bastón,31,Spain,ST,3000000.0
Spain,LaLiga2,Real Oviedo,14,Alemão,26,Brazil,ST,1500000.0
Spain,LaLiga2,Real Oviedo,19,Álex Millán,24,Spain,ST,800000.0
Spain,LaLiga2,Real Oviedo,20,Masca,23,Portugal,ST,600000.0
Spain,LaLiga2,Sporting Gijón,20,Mario González,28,Spain,ST,2500000.0
Spain,LaLiga2,Sporting Gijón,23,Uros Djurdjevic,30,Montenegro,ST,1800000.0
Spain,LaLiga2,Sporting Gijón,11,Víctor Campuzano,26,Spain,ST,1000000.0
Spain,LaLiga2,Sporting Gijón,31,Esteban Lozano,21,Mexico,ST,100000.0
Spain,LaLiga2,SD Eibar,18,Jon Bautista,28,Spain,ST,1400000.0
Spain,LaLiga2,SD Eibar,11,Sergio León,35,Spain,ST,1000000.0
Spain,LaLiga2,SD Eibar,7,Quique González,33,Spain,ST,600000.0
Spain,LaLiga2,SD Eibar,9,Yacine Qasmi,33,Morocco,ST,500000.0
Spain,LaLiga2,Levante UD,22,Mohamed Bouldini,28,Morocco,ST,2500000.0
Spain,LaLiga2,Levante UD,9,Dani Gómez,25,Spain,ST,1200000.0
Spain,LaLiga2,Levante UD,12,Fabrício,23,Brazil,ST,800000.0
Spain,LaLiga2,Levante UD,18,Iván Romero,23,Spain,ST,800000.0
Spain,LaLiga2,CD Leganés,9,Miguel de la Fuente,24,Spain,ST,2400000.0
Spain,LaLiga2,CD Leganés,19,Diego García,23,Spain,ST,1500000.0
Spain,LaLiga2,Racing Santander,17,Peque Fernández,21,Spain,ST,2500000.0
Spain,LaLiga2,Racing Santander,14,Ekain Zenitagoia,29,Spain,ST,500000.0
Spain,LaLiga2,Racing Santander,9,Juan Carlos Arana,24,Spain,ST,1200000.0
Spain,LaLiga2,Racing Santander,11,Andrés Martín,24,Spain,ST,1000000.0
Spain,LaLiga2,Racing Santander,12,Roko Baturina,23,Croatia,ST,700000.0
Spain,LaLiga2,Villarreal CF B,9,Álex Forés,23,Spain,ST,1500000.0
Spain,LaLiga2,Villarreal CF B,11,Jorge Pascual,21,Spain,ST,1000000.0
Spain,LaLiga2,Villarreal CF B,24,Andrés Ferrari,21,Uruguay,ST,1000000.0
Spain,LaLiga2,Albacete Balompié,16,Dani Escriche,26,Spain,ST,1200000.0
Spain,LaLiga2,Albacete Balompié,9,Higinio Marín,30,Spain,ST,1000000.0
Spain,LaLiga2,Albacete Balompié,21,Alberto Quiles,28,Spain,ST,900000.0
Spain,LaLiga2,Albacete Balompié,14,Pedro Benito,24,Spain,ST,300000.0
Spain,LaLiga2,FC Andorra,9,Jon Karrikaburu,21,Spain,ST,2500000.0
Spain,LaLiga2,FC Andorra,7,Julen Lobete,23,Spain,ST,1500000.0
Spain,LaLiga2,FC Andorra,19,Aurélien Scheidler,25,France,ST,1000000.0
Spain,LaLiga2,FC Andorra,24,Pablo Moreno,21,Spain,ST,600000.0
Spain,LaLiga2,Burgos CF,9,Fer Niño,23,Spain,ST,2000000.0
Spain,LaLiga2,Burgos CF,19,Edu Espiau,29,Spain,ST,600000.0
Spain,LaLiga2,CD Tenerife,9,Ángel Rodríguez,36,Spain,ST,500000.0
Spain,LaLiga2,CD Tenerife,18,Enric Gallego,37,Spain,ST,500000.0
Spain,LaLiga2,SD Huesca,24,Samuel Obeng,26,Ghana,ST,1000000.0
Spain,LaLiga2,SD Huesca,16,Jovanny Bolívar,22,Venezuela,ST,300000.0
Spain,LaLiga2,SD Huesca,18,Rafa Tresaco,23,Spain,ST,100000.0
Spain,LaLiga2,CD Mirandés,9,Carlos Martín,21,Spain,ST,3000000.0
Spain,LaLiga2,CD Mirandés,18,Javier Martón,24,Spain,ST,500000.0
Spain,LaLiga2,CD Mirandés,23,Antonino La Gumina,28,Italy,ST,500000.0
Spain,LaLiga2,CD Mirandés,29,Lautaro de León,23,Uruguay,ST,300000.0
Spain,LaLiga2,Racing Ferrol,19,Sabin Merino,32,Spain,ST,500000.0
Spain,LaLiga2,Racing Ferrol,20,Álvaro Giménez,32,Spain,ST,500000.0
Spain,LaLiga2,Racing Ferrol,9,Manu Justo,28,Spain,ST,400000.0
Spain,LaLiga2,CD Eldense,9,Mario Soberón,26,Spain,ST,800000.0
Spain,LaLiga2,CD Eldense,7,Florin Andone,31,Romania,ST,700000.0
Spain,LaLiga2,CD Eldense,11,Juanto Ortuño,32,Spain,ST,400000.0
Spain,LaLiga2,FC Cartagena,12,Juanjo Narváez,29,Colombia,ST,700000.0
Spain,LaLiga2,FC Cartagena,9,Alfredo Ortuño,33,Spain,ST,600000.0
Spain,LaLiga2,FC Cartagena,10,Darío Poveda,27,Spain,ST,500000.0
Spain,LaLiga2,FC Cartagena,35,Iván Ayllón,22,Spain,ST,400000.0
Spain,LaLiga2,AD Alcorcón,33,Marciano Sanca,20,Guinea-Bissau,ST,1000000.0
Spain,LaLiga2,AD Alcorcón,11,Dyego Sousa,34,Portugal,ST,600000.0
Spain,LaLiga2,AD Alcorcón,9,Christian Borrego,27,Spain,ST,500000.0
Spain,LaLiga2,AD Alcorcón,21,Koldo Obieta,30,Spain,ST,200000.0
Spain,LaLiga2,SD Amorebieta,19,Jürgen Locadia,30,Curacao,ST,1200000.0
Spain,LaLiga2,SD Amorebieta,9,Eneko Jauregi,27,Spain,ST,500000.0
Spain,LaLiga2,SD Amorebieta,23,Iker Unzueta,25,Spain,ST,300000.0
Spain,Primera Federación - Grupo I,FC Barcelona Atlètic,29,Marc Guiu,18,Spain,ST,7500000.0
Spain,Primera Federación - Grupo I,FC Barcelona Atlètic,19,Pau Víctor,22,Spain,ST,800000.0
Spain,Primera Federación - Grupo I,FC Barcelona Atlètic,9,Diego Percan,22,Spain,ST,300000.0
Spain,Primera Federación - Grupo I,Real Sociedad B,10,Mikel Goti,21,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,Real Sociedad B,9,Bryan Fiabema,21,Norway,ST,300000.0
Spain,Primera Federación - Grupo I,Real Sociedad B,19,Ekain Azkune,23,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,Real Sociedad B,12,Andoni Arzak,21,Spain,ST,50000.0
Spain,Primera Federación - Grupo I,Real Sociedad B,28,Ekain Orobengoa,19,Spain,ST,50000.0
Spain,Primera Federación - Grupo I,Deportivo de La Coruña,7,Lucas Pérez,35,Spain,ST,800000.0
Spain,Primera Federación - Grupo I,Deportivo de La Coruña,9,Iván Barbero,25,Spain,ST,400000.0
Spain,Primera Federación - Grupo I,Deportivo de La Coruña,12,Raúl Alcaina,23,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,Deportivo de La Coruña,29,Martín Ochoa,19,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,SD Ponferradina,9,Borja Valle,31,Spain,ST,500000.0
Spain,Primera Federación - Grupo I,SD Ponferradina,5,Samuele Longo,32,Italy,ST,300000.0
Spain,Primera Federación - Grupo I,SD Ponferradina,10,Yuri,41,Brazil,ST,100000.0
Spain,Primera Federación - Grupo I,CD Lugo,7,Willy Ledesma,35,Spain,ST,300000.0
Spain,Primera Federación - Grupo I,CD Lugo,11,Antoñín,24,Spain,ST,500000.0
Spain,Primera Federación - Grupo I,CD Lugo,19,Adrián Fuentes,27,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CD Lugo,23,Leandro Antonetti,21,Puerto Rico,ST,100000.0
Spain,Primera Federación - Grupo I,RC Celta Fortuna,9,Pablo Durán,22,Spain,ST,300000.0
Spain,Primera Federación - Grupo I,RC Celta Fortuna,16,Dani González,22,Spain,ST,250000.0
Spain,Primera Federación - Grupo I,RC Celta Fortuna,19,Manu Garrido,23,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,RC Celta Fortuna,25,Lucas Antañón,20,Spain,ST,50000.0
Spain,Primera Federación - Grupo I,Real Unión Club,7,Antón Escobar,25,Spain,ST,300000.0
Spain,Primera Federación - Grupo I,Real Unión Club,12,Peru Ruiz,22,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,Real Unión Club,9,Asier Benito,29,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,Cultural Leonesa,9,Guillermo Fernández,30,Spain,ST,300000.0
Spain,Primera Federación - Grupo I,Cultural Leonesa,19,Dorian Hanza,22,Equatorial Guinea,ST,250000.0
Spain,Primera Federación - Grupo I,Cultural Leonesa,21,Rodrigo Escudero,30,Spain,ST,250000.0
Spain,Primera Federación - Grupo I,Gimnàstic de Tarragona,9,Gorka Santamaría,28,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,Gimnàstic de Tarragona,29,Alan Godoy,20,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CA Osasuna Promesas,9,Jorge Aguirre,24,Spain,ST,400000.0
Spain,Primera Federación - Grupo I,CA Osasuna Promesas,19,Max Svensson,22,Spain,ST,400000.0
Spain,Primera Federación - Grupo I,CA Osasuna Promesas,7,Rubén Azcona,23,Spain,ST,50000.0
Spain,Primera Federación - Grupo I,CA Osasuna Promesas,30,Dani Sancho,22,Spain,ST,50000.0
Spain,Primera Federación - Grupo I,CE Sabadell FC,14,Marcos Baselga,25,Spain,ST,250000.0
Spain,Primera Federación - Grupo I,CE Sabadell FC,9,Manel Martínez,32,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CE Sabadell FC,17,Vladyslav Kopotun,23,Ukraine,ST,100000.0
Spain,Primera Federación - Grupo I,CF Fuenlabrada,9,Diego Gómez,24,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CF Fuenlabrada,20,Sergio Benito,25,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CF Fuenlabrada,19,Ilies Faure,22,France,ST,100000.0
Spain,Primera Federación - Grupo I,CF Rayo Majadahonda,7,Rubén Enri,26,Spain,ST,250000.0
Spain,Primera Federación - Grupo I,CF Rayo Majadahonda,11,Jeisson Martínez,29,Peru,ST,150000.0
Spain,Primera Federación - Grupo I,CF Rayo Majadahonda,9,José Luis Cortés,22,Spain,ST,100000.0
Spain,Primera Federación - Grupo I,Sestao River,17,Kaxe,30,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,Sestao River,18,Dopi,29,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,Sestao River,20,Ibai Sanz,20,Spain,ST,100000.0
Spain,Primera Federación - Grupo I,Unionistas CF,11,Álvaro Gómez,26,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,Unionistas CF,7,Mario Losada,26,Spain,ST,250000.0
Spain,Primera Federación - Grupo I,Unionistas CF,9,Slavy,21,Bulgaria,ST,250000.0
Spain,Primera Federación - Grupo I,Unionistas CF,19,Jon Etxaniz,33,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,CD Arenteiro,9,Manin Gonzaga,24,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CD Arenteiro,7,Christian Santos,36,Venezuela,ST,150000.0
Spain,Primera Federación - Grupo I,CD Arenteiro,19,Iván Ramos,22,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,CD Teruel,18,Toni Gabarre,33,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CD Teruel,19,Daniel Villanueva,26,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,CD Teruel,9,Guillem Naranjo,23,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,UE Cornellà,10,Clau Mendes,23,Guinea-Bissau,ST,300000.0
Spain,Primera Federación - Grupo I,UE Cornellà,23,Marc Tenas,22,Spain,ST,250000.0
Spain,Primera Federación - Grupo I,SD Tarazona,9,Christian Dieste,28,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,SD Tarazona,11,David Cubillas,33,Spain,ST,100000.0
Spain,Primera Federación - Grupo I,SD Tarazona,12,Kader Drissa Ballo,22,Cote d'Ivoire,ST,50000.0
Spain,Primera Federación - Grupo I,SD Logroñés,17,Jordi Escobar,22,Spain,ST,200000.0
Spain,Primera Federación - Grupo I,SD Logroñés,-,Rubio,28,Spain,ST,150000.0
Spain,Primera Federación - Grupo I,SD Logroñés,11,Marc Andre Schmerböck,30,Austria,ST,150000.0
Spain,Primera Federación - Grupo I,SD Logroñés,9,Fabián Luzzi,19,Spain,ST,100000.0
Spain,Primera Federación - Grupo I,SD Logroñés,27,Álex Jaraiz,21,Spain,ST,50000.0
Spain,Primera Federación - Grupo II,Real Madrid Castilla,9,Álvaro Rodríguez,19,Uruguay,ST,3500000.0
Spain,Primera Federación - Grupo II,Real Madrid Castilla,7,Noel López,21,Spain,ST,300000.0
Spain,Primera Federación - Grupo II,Málaga CF,19,Roberto Fernández,21,Spain,ST,600000.0
Spain,Primera Federación - Grupo II,Málaga CF,17,Dioni,34,Spain,ST,500000.0
Spain,Primera Federación - Grupo II,UD Ibiza,9,Nikolay Obolskiy,27,Russia,ST,500000.0
Spain,Primera Federación - Grupo II,UD Ibiza,18,Cedric Omoigui,29,Nigeria,ST,400000.0
Spain,Primera Federación - Grupo II,UD Ibiza,20,Roberto Arroyo,20,Spain,ST,300000.0
Spain,Primera Federación - Grupo II,CD Castellón,9,Jesús de Miguel,27,Spain,ST,500000.0
Spain,Primera Federación - Grupo II,CD Castellón,6,Lars Veldwijk,32,South Africa,ST,400000.0
Spain,Primera Federación - Grupo II,Córdoba CF,7,Kike Márquez,34,Spain,ST,350000.0
Spain,Primera Federación - Grupo II,Córdoba CF,11,Álvaro Leiva,19,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Córdoba CF,20,Antonio Casas,24,Spain,ST,500000.0
Spain,Primera Federación - Grupo II,Córdoba CF,19,Alberto Toril,26,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Atlético de Madrid B,7,Diego Bri,21,Spain,ST,300000.0
Spain,Primera Federación - Grupo II,Atlético de Madrid B,17,Adrián Niño,19,Spain,ST,300000.0
Spain,Primera Federación - Grupo II,Atlético de Madrid B,21,Abde Raihani,20,Morocco,ST,300000.0
Spain,Primera Federación - Grupo II,Atlético de Madrid B,9,Nabil Touaizi,23,Morocco,ST,200000.0
Spain,Primera Federación - Grupo II,AD Ceuta FC,9,Rodri Ríos,33,Spain,ST,400000.0
Spain,Primera Federación - Grupo II,AD Ceuta FC,19,Dani Romera,28,Spain,ST,300000.0
